isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
30792,2003,community services,security controls,RPG,278,5018,6408,11.013663,10.984727,27.773592,63.90057,,5.135984,5.680709,9,0,1.0089976,4.0,4.0,1.8312818,1.0,3.2280486,3.8291733,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
10426,2011,community services; institutions eg. kindergartens,financial transaction process/accounting,.Net,239,250,210,2.5747623,4.250095,22.633392,133.8748,9.692721,2.6877718,3.7402303,15,2,1.5495503,1.0,7.0,0.05378102,2.0,3.8802328,,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
11278,2009,community services; institutions eg. kindergartens,missing,Java,126,4570,2642,15.074444,11.493432,82.693054,6.913722,3.279805,7.6145844,5.426576,14,4,1.1201465,3.0,6.0,3.2720795,1.0,2.8506432,10.630343,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
18492,2014,transport & storage,logistic or supply planning & control,Java,32,159,580,1.5636034,9.953421,22.146572,43.499638,9.959216,2.363512,3.3745959,12,3,2.001623,1.0,,0.0015520743,4.0,2.5563555,0.00071285927,0.0,0.0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17161,2010,community services,electronic data interchange,JavaScript,390,16901,23475,33.885693,47.57253,18.289848,16.201479,0.8366282,20.6056,28.547485,17,4,1.187702,3.0,11.0,0.016517142,1.0,11.130918,18.379566,,3.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26195,2009,transport & storage,catalogue/register of things or events,APPS,98,263,557,1.3593135,3.5136063,5.7307997,28.82275,6.60014,2.1869657,3.445242,16,0,1.001716,5.0,7.0,,5.0,1.4132223,1.3565198,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
16446,2005,transport & storage,financial transaction process/accounting,Missing,496,12769,4661,23.310919,10.559966,39.34979,6.7246013,1.0275943,25.157427,16.259104,3,2,1.0655417,3.0,7.0,1.5340571,4.0,5.549787,30.825212,0.0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
16446,2010,community services,airport weather observation systems; meteorological  events detection,C++,160,1739,2040,12.9694195,25.933737,13.389261,5.8227215,2.8938391,16.419655,8.271285,10,4,2.3025575,1.0,8.0,2.8957949,2.0,2.9723072,1.1987492,1.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
10059,2008,transport & storage,financial transaction process/accounting,Missing,873,9944,3540,23.734999,6.8737273,31.260862,66.93149,2.4896433,7.1592607,19.916384,17,2,1.2983352,,11.0,0.31922805,6.0,8.463297,9.513961,2.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32308,2005,car rental,online analysis and reporting,Java,334,1489,2052,11.397684,20.022778,62.074593,7.6697173,,18.669369,4.4775844,11,2,,1.0,5.0,1.2315041,2.0,6.7337127,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True
13597,2006,community services; municipality,"document management; job, case, incident, project management",RPG,309,3484,2246,14.262086,11.011078,20.876823,5.1495595,1.1849493,15.200279,9.422311,15,0,1.038055,1.0,6.0,0.029179085,2.0,3.3845153,34.489494,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
27771,2005,transport & storage,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",SQL,259,3250,2601,9.6929035,6.756917,24.103987,19.932198,4.639444,7.1468186,5.2238455,4,0,1.1858957,2.0,6.0,,4.0,4.934236,7.1158934,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17275,2007,community services,missing,Java,254,1659,1566,12.285729,11.375065,,89.74339,5.398522,6.1498303,4.2016664,8,0,1.3344898,4.0,5.0,0.6332175,1.0,4.9309826,7.1908846,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True
19701,2008,transport & storage,complex process control; workflow support & management,PL/I,268,5753,527,23.068905,8.894682,,6.458887,0.8680111,17.859247,7.3422446,16,0,1.12209,7.0,7.0,6.210396,3.0,3.2889946,34.644783,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True
16792,2010,airport,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",ABAP,24,3721,5393,23.801718,41.721497,,5.1000295,1.0761821,7.0749235,7.6351275,16,4,2.0005157,1.0,3.0,,1.0,8.574102,28.340527,,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True
20382,2010,community services,catalogue/register of things or events,ABAP,838,3884,1295,12.96698,5.5385766,9.527116,130.50674,2.8098967,21.905916,10.1845045,17,2,1.6194303,2.0,12.0,0.20180126,,,10.049771,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
32308,2008,food processing,logistic or supply planning & control; management or performance reporting,APPS,237,1821,3481,3.4978704,3.2438724,52.38235,22.521095,4.9745264,3.8516567,5.9019837,4,2,1.9034411,6.0,5.0,3.5009704,,4.59758,15.426021,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
26955,2005,post/mail services,airport weather observation systems; meteorological  events detection,APPS,556,5118,3237,4.3898983,2.7195868,40.901344,156.45108,3.440411,2.81277,10.041785,6,0,1.3447418,5.0,,,2.0,6.32051,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18492,2011,community services; government; public administration,financial transaction process/accounting,RPG,34,93,82,1.7549642,0.9874425,,47.78563,4.0673304,1.8783873,3.315003,8,2,1.4482285,2.0,6.0,,1.0,10.7922535,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
26955,2006,community services,missing,SQL,131,5406,5410,16.643686,19.906591,43.408382,5.1105433,,9.027525,15.303179,3,2,,,4.0,0.3480959,4.0,3.8867443,10.682461,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
25611,2007,airport,security controls,Java,139,1741,1221,11.975767,14.312318,27.070116,5.297533,4.204831,6.7748666,4.3021035,11,0,1.8678178,4.0,,0.021019759,1.0,2.601694,7.3958864,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11055,2008,post/mail services,catalogue/register of things or events; management or performance reporting,ABAP,81,2972,1574,23.784636,17.05815,42.68832,5.53312,,5.0551763,8.692648,14,2,1.0180893,4.0,4.0,0.8804472,2.0,4.8974686,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
25611,2004,community services,logistic or supply planning & control; management or performance reporting,JavaScript,1283,15478,22916,8.424673,5.6757126,102.96633,81.59723,4.925481,13.778148,9.484759,14,2,1.4660757,9.0,5.0,2.4172637,6.0,3.8476398,0.51502126,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True
25120,2009,"art , events , ticketing",financial transaction process/accounting,APPS,34,129,89,2.4627023,2.1648934,16.156883,164.98003,3.5019596,1.8049917,6.5395107,17,4,1.0132724,1.0,4.0,0.37709773,1.0,2.714582,10.871143,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True
27610,2006,transport & storage,"job, case, incident, project management; software for communities to support administration",PL/I,693,12663,15323,28.302372,37.7178,,10.251706,2.5527532,24.710865,14.562107,2,2,1.313863,1.0,,,1.0,3.9553635,0.97653574,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
19858,2008,community services,financial transaction process/accounting,RPG,210,2106,4239,9.01313,19.706606,15.728331,26.055115,2.1315854,8.219798,13.120518,15,2,1.9952669,1.0,11.0,0.0198045,1.0,5.9051723,24.89831,0.0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
12581,2013,car rental,electronic data interchange,ABAP,246,1902,3260,14.033778,11.436136,25.800203,5.1021695,1.9666451,20.586409,9.514504,16,2,1.1523793,2.0,,,2.0,7.275988,34.301216,,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
26702,2008,transport & storage,distribution,C++,33,412,224,7.2710185,10.434981,29.328487,26.4066,3.4790003,1.7022461,4.879532,17,2,1.0003582,2.0,4.0,0.6431381,1.0,0.82732797,30.657768,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
11055,2012,community services,workflow support & management,ASP.Net,32,2702,3271,18.820095,33.24708,40.938034,5.1114078,3.6838944,7.394116,3.893386,17,4,1.8044616,4.0,,1.2688853,1.0,6.8433523,0.20889905,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
16446,2009,community services,missing,Missing,257,5105,4142,12.830464,9.564495,,169.8,,2.3398151,7.917913,9,2,1.0763015,6.0,,1.2525059,,3.300781,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
19859,2006,post/mail services,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",ABAP,412,1987,1744,5.4391656,6.2367706,20.75703,113.59394,8.821367,3.0545254,9.606973,4,2,,3.0,6.0,0.6197782,3.0,,5.1706862,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
